score_type,round,emp_var,theo_var_mean,n,ratio_emp_over_theo
sus,74,0.31274559723985434,0.32116674429933245,1000,0.9737795173100816
sus,75,0.3404093849620895,0.3215442087186624,1000,1.0586705520793047
sus,76,0.3270695583265661,0.3215111660379365,1000,1.0172883335814649
sus,77,0.3143885542193251,0.3218505511131038,1000,0.9768153359751234
sus,78,0.29485899511502345,0.3217921621466222,1000,0.9163026008715313
sus,79,0.31419929394194007,0.3221711009307589,1000,0.9752559836503395
sus,80,0.3179655002247198,0.3221842820311641,1000,0.986905687081171
sus,81,0.31799067423681693,0.3221610404098088,1000,0.9870550263691509
sus,82,0.31485871016331674,0.32220424626726657,1000,0.9772022368139222
sus,83,0.3205104831578078,0.32240756878484983,1000,0.9941158775081114
sus,84,0.34585371636025153,0.32229364863262516,1000,1.0731012473487553
sus,85,0.35604032846801237,0.3217901079164403,1000,1.106436524022876
sus,86,0.3247580597814744,0.3215285659402411,1000,1.0100441894852774
sus,87,0.35041219167481763,0.3218064438526964,1000,1.088891159169004
